Call ID,Original Objection,Cluster,Deep Insight,Key Phrases,X,Y
697dbcc25c2d795d7776218b,नहीं तीन तीन member हैं.,Family Member Count Inquiry,Fallback due to error,,7.264375686645508,3.4642207622528076
697dbcc25c2d795d7776218b,"बच्चे का अभी दस साल है मेरा forty है, madam का भी forty है, perfect नहीं है.",Family Age Information Provided,The customer shares his age (42) and the baby's age (25).,"मेरी बयालीस साल है, baby की पच्चीस साल है",7.0276288986206055,4.805455684661865
697dbcc25c2d795d7776218b,"हां हां, मैं मैं तो बोल तो रहा हूं.",Identity Confirmation & Acknowledgment,The customer confirms their identity and gives the bot permission to proceed.,"जी हां, मैं ही बोल रही हूं",9.646614074707031,-0.8275166153907776
697dbcc25c2d795d7776218b,बच्चे का है नौ साल है madam का चालीस.,Family Age Information Provided,The customer provides one of the kid's ages,लड़की नौ साल की है।,7.003488540649414,4.680120944976807
697dbcc25c2d795d7776218b,और मेरा है चालीस percent नहीं है.,Family Age Information Provided,Customer provides age.,और मेरा पैंतालीस हो गया,6.944849014282227,4.808929920196533
697dbcc25c2d795d7776218b,अरे madam हम तो daily कटा हूं.,Noise,Customer shares information about their exercise habits.,Walking करता हूं मैं madam daily,11.531301498413086,1.7991154193878174
697dbcc25c2d795d7776218b,Physical.,Existing Health Insurance Status,No close match found in reference Gold Standard.,,9.536568641662598,2.4354937076568604
697dbcc25c2d795d7776218b,नहीं नहीं नहीं है. अभी ऐसा कुछ नहीं है.,No Current Insurance/Need,The customer declines any further assistance or information.,नहीं अभी तो कुछ नहीं है,11.456311225891113,4.210737228393555
697dbcc25c2d795d7776218b,नहीं है मेरा वैसे condition भी तो नहीं है.,Noise,Fallback due to error,,11.11137580871582,4.01055908203125
697dbcc25c2d795d7776218b,"नहीं है, नहीं है madam ऐसा नहीं है, नहीं है.",Noise,The customer is stating they do not have health insurance.,"नहीं है ma'am, नहीं ma'am, नहीं है",13.768311500549316,3.1285219192504883
697dbcc25c2d795d7776218b,"नहीं है, ऐसा तो नहीं है.",Rejection & Negative Confirmation,Customer states that nobody has pre-existing conditions.,"नहीं नहीं, ऐसा तो नहीं",11.301911354064941,4.682055473327637
697dbcc25c2d795d7776218b,अभी ठीक ठाक ही चल रहा है.,Noise,Fallback due to error,,10.120293617248535,3.580101728439331
697dbcc25c2d795d7776218b,"Madam मैं sun रहा हूं, मैं बोल तो रहा हूं.",Acknowledgement & Invitation To Proceed,Customer confirms their identity and is ready to listen.,"बात कर रहे madam, बोलिए",11.136067390441895,-0.334541380405426
697dbcc25c2d795d7776218b,अच्छा.,Customer Acknowledgement/Agreement,Customer acknowledgement.,अच्छा,-5.612704753875732,3.300478219985962
697dbcc25c2d795d7776218b,अच्छा आज शाम को कीजिए.,Callback Scheduling: Two Pm,Customer requests the callback to be scheduled for evening.,कल शाम को कर दें,11.619196891784668,0.5166000723838806
697dbcc25c2d795d7776218b,आज शाम को कीजिए.,Callback Scheduling: Two Pm,Customer requests the callback to be scheduled for evening.,कल शाम को कर दें,11.628790855407715,0.5542537569999695
697dbcc25c2d795d7776218b,आप आठ बजे.,Callback Time Negotiation,The customer confirms the preferred callback time.,छह बजे,12.603036880493164,0.21602803468704224
697dbcc25c2d795d7776218b,"Madam, मैं बोल तो रहा हूं शाम को आठ बजे.",Noise,Customer states the number of family members.,चार में बोला,11.309861183166504,-0.18781165778636932
697dbcc25c2d795d7776218b,ठीक है फिर अभी कितना हुआ time?,Inferred Pattern,The customer is trying to deflect the current topic by inquiring about the call duration.,कितने बजे तक लगेंगे?,10.402200698852539,0.6735519170761108
697dbcc25c2d795d7776218b,साढ़े पांच कीजिए.,Family Size: Five Members,Fallback due to error,,13.820147514343262,0.4492870569229126
697dbe0a5c2d795d77763738,हां जी बताइए.,Agreement & Invitation To Proceed,The customer is confirming their identity and inviting the bot to proceed.,हां जी बताइए,8.808782577514648,-1.088519811630249
697dbe0a5c2d795d77763738,बताइए hello.,General Engagement & Greetings,Fallback due to error,,10.146014213562012,-1.9617806673049927
697dbe0a5c2d795d77763738,नहीं.,No Existing Health Insurance,The customer explicitly states they do not have a health insurance plan.,नहीं,3.7668378353118896,21.74226951599121
697dc1a15c2d795d77766d6d,हां जी?,Customer Confirmation (Haanji),Customer confirms their identity.,हां जी,-7.791020393371582,-1.229689121246338
697dc1a15c2d795d77766d6d,जी ma'am.,Affirmative Acknowledgement (जी Ma'Am),Customer expresses initial interest.,जी ma'am.,13.02739143371582,-2.528733730316162
697dc1a15c2d795d77766d6d,नहीं नहीं.,"Agreement/Rejection: ""Na Na/Nahi Nahi""",Fallback due to error,,-3.032677173614502,15.00595474243164
697dc1cf5c2d795d7776705e,तूने कान का phone लगाओ.,On-The-Line Confirmation,The customer is demanding to end the call.,Phone काटो,10.209078788757324,0.08296772092580795
697dc1cf5c2d795d7776705e,नहीं है?,Confusion/Rejection: Nahi Hai?,Customer expresses continued confusion with question.,नहीं है?,10.769134521484375,6.092088222503662
697dcaf95c2d795d7776f920,"Hello, रजत बात कर रहा हूं.",Identity Confirmation & Acknowledgment,Customer acknowledges the call and their identity.,"Hello, मैं मीरा बोल रहा",9.628240585327148,-0.7576108574867249
697dcaf95c2d795d7776f920,यार इससे पहले भी call आया था,On-The-Line Confirmation,The customer repeats that they received a call before.,पहले भी आया था,10.146202087402344,0.23529744148254395
697dcaf95c2d795d7776f920,हां हां जानने के लिए बोला था मगर कोई detail लेंगे तो.,Agreement & Invitation To Proceed,Fallback due to error,,8.957050323486328,-0.8738908767700195
697dcaf95c2d795d7776f920,Call आता है मैंने call भी किया आपके तरफ़ से.,On-The-Line Confirmation,Customer mentions calling earlier.,इसके बाद से मैंने call किया था आपको,10.123491287231445,0.0656820759177208
697dcaf95c2d795d7776f920,क्या करना चाहिए इसके लिए?,Process & Action Inquiry,Fallback due to error,,7.547548770904541,0.14662884175777435
697dcaf95c2d795d7776f920,हां आ रही है आ रही है आपकी. चौथे दिन में policy चालू है.,Confirmation: Audio Is Audible,Customer confirms they can hear the bot.,"हां आ रही है, आपकी आवाज़ आ रही है",8.268868446350098,1.9469428062438965
697dcaf95c2d795d7776f920,मेरे नाम क्या है यह policy?,General Policy Information Inquiry,Fallback due to error,,8.006447792053223,1.0460294485092163
697dcaf95c2d795d7776f920,Call कर रहे हैं ना,Noise,The customer wants the bot to call them back later.,"है, call करता हूं",10.355756759643555,0.17490176856517792
697dcaf95c2d795d7776f920,अभी चला किसी भी company के है madam.,Existing Health Insurance Status,"Customer refuses, saying their company plan is sufficient.","नहीं madam, company का ही सब है.",10.440635681152344,2.9267587661743164
697dcaf95c2d795d7776f920,चाहिए policy बनाने के लिए क्या करना है एक बोलिए?,General Policy Information Inquiry,"The customer asks what they have to provide in the policy, seeking confirmation before proceeding.","Policy में क्या देना पड़ेगा?, पहले आप यह confirm कीजिए ना",7.881589412689209,1.0337446928024292
697dcaf95c2d795d7776f920,जब दे रही है,Noise,"Customer is asking about the timing of the check-up, displaying initial interest, however, unclear.",कब कराना है?,9.426058769226074,0.7309660911560059
697dcaf95c2d795d7776f920,नौ का भी है.,Noise,The customer's response 'Nine' is unclear and suggests either confusion or an attempt to answer a misunderstood question.,Nine,6.116544246673584,3.940436840057373
697dcaf95c2d795d7776f920,आपकी आवाज़ आ रही है नौ लोग हम लोग नाओ नाओ,Inferred Pattern,The customer confirms that they can hear the bot.,आपकी आवाज़ मुझे आ रही है,10.219825744628906,-0.5780817270278931
697dcaf95c2d795d7776f920,Right.,Noise,Customer is agreeing.,Right,9.000703811645508,4.726124286651611
697dcaf95c2d795d7776f920,"Thirty two है तो एक, thirty one की एक जगह है.",Family Age Information Provided,Customer finally provides all ages.,"thirty three, तीस, ग्यारह, सात, चार",6.838047504425049,4.20866584777832
697dcaf95c2d795d7776f920,एक fifty five.,Age Information Elicitation,Customer shares her mother's age.,Fifty five,5.698745250701904,4.686050891876221
697dcaf95c2d795d7776f920,Hello. हां आ रही है आ रही है.,Noise,The customer is saying hello multiple times indicating they are not hearing or understanding. 'Haan haan haan haan' might suggest they can hear now,"Hello, हां हां हां हां",10.1823148727417,-0.9662283658981323
697dcaf95c2d795d7776f920,"Fifty five, forty five.",Age Information Elicitation,Fallback due to error,,5.524973392486572,4.679208755493164
697dcaf95c2d795d7776f920,Forty five का है क्या?,Noise,Customer provides an age approximation.,पचास के लगभग,6.157033920288086,4.59407901763916
697dcaf95c2d795d7776f920,"Spotify का है, Spotify का एक है.",Existing Insurance & Medications,No close match found in reference Gold Standard.,,9.281731605529785,3.100677013397217
697dcaf95c2d795d7776f920,एक twenty five है.,Noise,The customer provides information regarding ages and identifies an issue.,Twenty one है,5.9054155349731445,4.635772228240967
697dcaf95c2d795d7776f920,"Twenty seven, twenty seven.",Age Information Elicitation,Customer confirms his wife's age again.,Twenty seven,5.577579498291016,4.532326698303223
697dcaf95c2d795d7776f920,"हां हां twenty seven, twenty seven.",Age Information Elicitation,The customer provides the ages of the family members.,"हां जी, पैंतीस चौंतीस दस आठ",5.598538875579834,4.537529468536377
697dcaf95c2d795d7776f920,Yes.,Customer Agreement & Confirmation,The customer indicates interest in the offer.,Yes,19.441373825073242,-11.441762924194336
697dcaf95c2d795d7776f920,हां हां.,Affirmation & Callback Agreement,Customer agrees to the suggested callback time.,हां हां,1.265648603439331,9.828614234924316
697dcaf95c2d795d7776f920,एक ही चल रहा है.,Noise,The customer clarifies they have policies with both companies.,दोनों चल रहा है,9.245424270629883,3.3149666786193848
697dd3925c2d795d77777af5,नमस्कार sir.,Bot Gender Confusion & Greetings,"Customer refers to the bot as 'sir', indicating confusion about the bot's gender.",Hello sir,11.502939224243164,-2.2262752056121826
697dd3925c2d795d77777af5,बताइए ma'am.,Acknowledgement & Invitation To Proceed,Customer invites the bot to proceed.,बताइए,11.237916946411133,-0.786249577999115
697dd3925c2d795d77777af5,"Ok, tell me",Agreement & Invitation To Proceed,The customer agrees to listen to the explanation.,ठीक है बताइए,8.914294242858887,-1.217116117477417
697dd3925c2d795d77777af5,अभी तो नहीं.,No Current Insurance Coverage,Customer declines the offer.,अभी तो नहीं,12.161587715148926,4.001781463623047
697dd3925c2d795d77777af5,बिल्कुल.,Inferred Pattern,Customer agrees.,बिल्कुल,8.542401313781738,5.484417915344238
697dd3925c2d795d77777af5,Eight.,Age & Family Info Sharing,The customer finally gives a number of family members.,आठ,5.605283737182617,3.959397792816162
697dd3925c2d795d77777af5,मेरी उम्र है,Family Age Information Provided,The customer is providing their age.,मेरी उम्र है,7.131072521209717,5.130982875823975
697dd3925c2d795d77777af5,मेरी wife की उम्र है sixty two.,Family Age Information Provided,The customer provides his wife's age as 27 years.,मेरी wife twenty seven years की है,6.826927185058594,5.160931587219238
697dd3925c2d795d77777af5,मेरी बच्ची की age है twenty one.,Family Age Information Provided,The customer completes providing ages of the family members.,एक twenty four का है मेरे बेटा बेटी twenty three,6.986313819885254,4.964081764221191
697dd3925c2d795d77777af5,और एक लड़की है उसकी age है thirty two.,Family Age Information Provided,The customer shares that there is a daughter who is one year old.,और एक लड़की है उसकी एक साल है,7.097408771514893,4.681957244873047
697de15e5c2d795d77785ddf,Yes,Noise,The customer answers yes.,Yes,-7.8449883460998535,-0.9227463006973267
697de15e5c2d795d77785ddf,Yes,Noise,The customer answers yes.,Yes,-7.825169563293457,-0.8846740126609802
697de15e5c2d795d77785ddf,yes.,Customer Agreement & Confirmation,"Customer speaking incoherently, but says 'yeah'.",yeah,19.402204513549805,-11.47305965423584
697de6745c2d795d7778b4eb,बीस.,Age & Family Info Sharing,"Customer provides a number, seemingly answering a question that wasn't explicitly asked yet.",Twenty,5.8180036544799805,4.14820671081543
697de6745c2d795d7778b4eb,परिवार के लिए बीस लोग हो गए.,Family Size & Coverage Inquiry,The customer provides the number of family members.,पांच family number है,8.091460227966309,3.6238908767700195
697de6745c2d795d7778b4eb,सभी की उम्र बीस लोगों की उम्र sir एक था,Family Age Information Provided,Customer provides age.,एक दस साल का एक,6.907657623291016,4.957617282867432
697de6745c2d795d7778b4eb,समझ गए.,Request For Explanation,Customer does not want insurance.,समझ जाओ,7.994086742401123,-1.0679768323898315
697de6745c2d795d7778b4eb,पच्चीस से पचास के beach में.,Noise,The customer suggests a time.,एक से डेढ़ के beach में.,6.097218990325928,4.654309272766113
697dfce35c2d795d777a0641,क्या बात है बोलिए?,General Inquiry & Clarification,"The customer asks 'क्या है बताइए?', showing a slight interest and prompting for more information.",क्या है बताइए?,8.035466194152832,-0.2444201409816742
697dfce35c2d795d777a0641,कहां check होगा?,General Offer Inquiry & Clarification,"The customer is asking where the checkup would be located, showing interest in the offer, but also a lack of clear understanding.",To checkup कहां पर होगा?,8.315350532531738,0.08281099796295166
697dfce35c2d795d777a0641,बोल तो रहे हैं.,Customer Acknowledgement & Readiness,Customer confirms they can hear and invites the bot to proceed.,आ रहे हैं बोलिए,6.321354866027832,-7.985828876495361
697dfce35c2d795d777a0641,कराना है?,Noise,Customer expresses uncertainty or requires clarification.,करवाना है?,7.580391883850098,0.3788716495037079
697dfce35c2d795d777a0641,"हां जी,",Customer Acknowledgement: 'Haan Ji',Customer confirms the ages are correct,"जी, yeah",-8.149258613586426,-1.1568715572357178
697dfce35c2d795d777a0641,बोलिए line पर हैं.,On-The-Line Confirmation,Fallback due to error,,10.6792573928833,0.022110266610980034
697dfce35c2d795d777a0641,कितना charge लगेगा? Charge बताइए था ना?,Premium & Payment Inquiry (Hinglish),The customer expresses interest and asks about payment details.,करेंगे कितना होएगा payment कितना रहेगा?,7.154674530029297,0.8599361181259155
697dfce35c2d795d777a0641,Double रखो.,Noise,Customer response indicates uncertainty.,Double,7.706583499908447,3.3234705924987793
697dfce35c2d795d777a0641,छह.,Age & Family Info Sharing,The customer answers the question about the number of family members.,छह,5.666550159454346,4.277791976928711
697dfce35c2d795d777a0641,लगभग यही है दस साल आगे पीछे.,Family Age Information Provided,Customer speaking incoherently.,"Hoy para atrás al ser, fue ten years.",6.521008491516113,4.1609039306640625
69802f0a0cbe26d6e5f6941d,"हां जी, हां जी.",Customer Acknowledgement & Agreement,Customer agreeing.,"हां जी, हां जी",4.20523738861084,0.9058753848075867
69802f0a0cbe26d6e5f6941d,जी जी.,"Customer Acknowledgment: ""जी जी""",The customer responds positively.,जी जी,-4.236907958984375,-5.782534122467041
69802f0a0cbe26d6e5f6941d,अभी नहीं है.,No Current Insurance Coverage,The customer states they do not currently have health insurance.,अभी नहीं है,12.294659614562988,4.076160430908203
698034cf0cbe26d6e5f74249,"है मेरा है, SBI से.",Existing Health Insurance Status,Fallback due to error,,9.231546401977539,2.563789129257202
698034cf0cbe26d6e5f74249,"SBI से, SBI से,",Existing Health Insurance Status,Fallback due to error,,9.293601036071777,2.543003559112549
698034cf0cbe26d6e5f74249,नहीं ma'am मैं देख चल रहा है तो बार बार कहां,Clear Rejection & Disinterest,The customer expresses a concern about existing health issues and doesn't see the immediate need for insurance.,"नहीं ma'am, बहुत मेरे को तो बीमारी हो रही है कुछ?",14.09847640991211,3.1204357147216797
698034cf0cbe26d6e5f74249,नहीं नहीं बता सकते हो तो घर पर documents हैं.,Noise,The customer states their parents are not home.,अभी नहीं है घर पर तो,11.25624942779541,3.4978389739990234
698036210cbe26d6e5f76f14,This call is now being recorded.,Noise,"Automated message from customer, indicating they are recording.",This call is now being recorded.,26.617385864257812,2.5009169578552246
698036210cbe26d6e5f76f14,Health insurance हमको,Existing Health Insurance Status,The customer directly mentions Health insurance and expresses curiosity.,Health insurance,9.741410255432129,2.4490292072296143
698036210cbe26d6e5f76f14,नहीं नहीं.,"Agreement/Rejection: ""Na Na/Nahi Nahi""",Fallback due to error,,-3.0397088527679443,15.01297378540039
698036210cbe26d6e5f76f14,हमारा company का free है.,Existing Health Insurance Status,The customer states they have health insurance with another company.,और company का है,10.063166618347168,2.8924922943115234
698037070cbe26d6e5f78c48,"नहीं, अभी तो नहीं है madam.",Immediate Disinterest/Rejection,The customer is explicitly stating they are not interested at the moment.,नहीं madam अभी नहीं,12.354168891906738,2.676663875579834
698037070cbe26d6e5f78c48,एक की तो है जी madam.,Affirmative Acknowledgement (जी Ma'Am),Customer answered 'hai madam hai' which sounds like agreement but is not specific,है madam है,12.976926803588867,-2.4234414100646973
698037070cbe26d6e5f78c48,बाइस,Noise,Customer is providing some ages of family members.,एक बाइस,6.096020698547363,4.175480365753174
698037070cbe26d6e5f78c48,"इक्कीस, चार साल.",Family Age Information Provided,The customer provides more ages.,पच्चीस साल और forty forty one,6.428094387054443,4.227105140686035
698037070cbe26d6e5f78c48,चार साल,Family Age Information Provided,"Likely repeating a part of the previous statement, no clear intention.",साल का चौथा,6.423343181610107,4.209566593170166
698037070cbe26d6e5f78c48,बाइस साल.,Family Age Information Provided,Customer provides age.,पैंतीस साल,6.382935523986816,4.287566661834717
698037070cbe26d6e5f78c48,कुछ नहीं.,Denial Of Pre-Existing Conditions,The customer is repeating their rejection of the offer.,कुछ नहीं.,10.413333892822266,4.996018409729004
698037070cbe26d6e5f78c48,नहीं जी.,Polite Rejection (Hindi),"Denial, possible contradiction with previous turn.",नहीं जी,23.00650978088379,-1.6578513383865356
698037070cbe26d6e5f78c48,नहीं madam.,No Existing Health Insurance,Customer stating that they do not have health insurance.,नहीं madam,14.618204116821289,3.266003370285034
6980370f0cbe26d6e5f78dd0,बोलिए.,"""Boliye/Bolo"": Proceed Inquiry",Customer is asking the bot to proceed with the offer details.,बोलिए,5.687643527984619,-10.552691459655762
6980370f0cbe26d6e5f78dd0,नहीं मैं अभी.,Noise,Customer expresses unwillingness to continue.,नहीं नहीं मुझे अभी,11.542337417602539,3.407940149307251
6980370f0cbe26d6e5f78dd0,भाई मैं समझा नहीं यह किस बारे में बोल रही हो आप?,Noise,Fallback due to error,,8.740299224853516,-0.2840735614299774
6980370f0cbe26d6e5f78dd0,बताइए.,Seeking Further Details,Fallback due to error,,6.4822163581848145,-2.461684465408325
6980370f0cbe26d6e5f78dd0,किसके लिए होता है यह बताओ,Noise,Customer urges the bot to proceed with the explanation.,बता दीजिए आप जो भी है,7.595281600952148,-0.20428507030010223
6980370f0cbe26d6e5f78dd0,किस चीज़ का होता है?,Inquiry About Call Purpose,Asks What is that,क्या है?,7.168862819671631,0.11621228605508804
6980370f0cbe26d6e5f78dd0,Sun रहा हूं आप बोलो ना.,Noise,Customer is telling the bot to speak. Seems lost in the conversation.,बोलिए ना आप,9.430007934570312,-0.7503063082695007
6980370f0cbe26d6e5f78dd0,नहीं है तो आप बताओ ना क्या करना है?,General Inquiry & Clarification,Customer declines and expresses objection,"नहीं नहीं, उसमें है तो क्या करें?",8.141867637634277,-0.12549254298210144
6980370f0cbe26d6e5f78dd0,पांच minute,Family Size: Five Members,Customer provides the number of family members.,पांच,13.917054176330566,0.4426344633102417
6980370f0cbe26d6e5f78dd0,जी बोलिए बताइए.,Hold & Acknowledgment Pattern,The customer indicates they are listening and ready for the bot to proceed.,जी बताइए,19.010478973388672,10.348563194274902
6980370f0cbe26d6e5f78dd0,इसमें जो किश्त कितने के जाएंगे?,Premium & Payment Inquiry (Hinglish),The customer expresses interest and asks about payment details.,करेंगे कितना होएगा payment कितना रहेगा?,7.17380952835083,0.9079358577728271
6980370f0cbe26d6e5f78dd0,अच्छा.,Customer Acknowledgement/Agreement,Customer acknowledgement.,अच्छा,-5.62173318862915,3.295743227005005
6980370f0cbe26d6e5f78dd0,हम जो है,Unclear/Incoherent Utterances,Customer says 'Hamara wah'.,हमारा वह,7.928792953491211,3.100768804550171
6980370f0cbe26d6e5f78dd0,हम जो दो,Unclear/Incoherent Utterances,Customer says 'Hamara wah'.,हमारा वह,7.915268421173096,3.144787073135376
6980370f0cbe26d6e5f78dd0,"हम दो मियां, baby, एक हमारी लड़की है.",Family Member Count Inquiry,The customer provides information about the family members.,दो बच्चे और बहन हुए हम लोग दो,7.687197208404541,4.174072265625
6980370f0cbe26d6e5f78dd0,तीन महीना की लड़की है हमारी.,Family Age Information Provided,The customer shares the age of one child.,एक बेटी है तेरह साल से,7.274286270141602,4.518165111541748
6980370f0cbe26d6e5f78dd0,हां जी.,Customer Acknowledgement: 'Haan Ji',Customer agrees with the information provided.,हां जी,-8.447190284729004,-1.3240303993225098
6980370f0cbe26d6e5f78dd0,नए लड़के सिर्फ़ एक ही है तीन महीने के बस.,Family Age Information Provided,Customer gives the duration of the pregnancy.,three months हो गए हैं,7.28712272644043,4.470543384552002
6980370f0cbe26d6e5f78dd0,मेरी है उनतीस साल,Family Age Information Provided,The customer shares their age.,मेरी उम्र है twenty eight,6.937542915344238,5.18256139755249
6980370f0cbe26d6e5f78dd0,जो मेरे भाई boss की अट्ठाईस साल लड़की के तीन महीने.,Family Age Information Provided,Fallback due to error,,7.235348701477051,4.533925533294678
6980370f0cbe26d6e5f78dd0,नहीं.,No Existing Health Insurance,The customer explicitly states they do not have a health insurance plan.,नहीं,3.6815168857574463,21.758909225463867
6980370f0cbe26d6e5f78dd0,बिल्कुल सही है.,Confirmation & Acknowledgment,Customer agrees with the suggested time.,बिल्कुल सही है,8.940481185913086,5.105041980743408
6980370f0cbe26d6e5f78dd0,मुझे कौन सा mood मार रही Hello.,Ai Bot Identification & Origin,The customer acknowledges hearing the bot but expresses disinterest.,आवाज़ आ रही है interested नहीं होगा,9.146577835083008,-0.12238442152738571
698038040cbe26d6e5f7af12,हां बोलो.,Customer Confirmation: 'Haan Boliye',Fallback due to error,,10.874176979064941,-9.098937034606934
698038040cbe26d6e5f7af12,Yes.,Customer Agreement & Confirmation,The customer indicates interest in the offer.,Yes,19.44598388671875,-11.429088592529297
698038040cbe26d6e5f7af12,Yeah.,Customer Agreement & Confirmation,The customer expresses interest in the offer.,Yeah,19.464189529418945,-11.466207504272461
698038040cbe26d6e5f7af12,हां यार.,Customer Acknowledgement: 'Haan Ji',Customer confirms the call.,हां जी भैया,-8.080863952636719,-1.1194742918014526
698038040cbe26d6e5f7af12,कितना वह budget होता है एक बरस का?,Premium & Payment Inquiry (Hinglish),"The customer inquires about the annual amount, showing initial interest but also concern about the price.",Amount कितना है एक साल का?,7.301177024841309,1.0811192989349365
698038040cbe26d6e5f7af12,"हां, लेना है नया.",Confirmation: Audio Is Audible,Customer reiterates agreement with bot's age confirmation.,"हां जी, हां जी, update है यह",8.45067024230957,2.3504104614257812
698038040cbe26d6e5f7af12,चार.,Noise,The customer provides the number of family members.,चार,5.306462287902832,3.736483573913574
698038040cbe26d6e5f7af12,दो बजकर और wife husband wife.,Noise,Customer is stating that only the couple needs a policy.,दो जो नए हैं पति पत्नी,7.559844493865967,4.4220051765441895
698038040cbe26d6e5f7af12,"मेरी forty seven है, मेरी wife भी है,",Family Age Information Provided,The customer starts providing ages of the family members.,मेरी fifty one है ma'am मेरी wife की fifty है और,6.7750678062438965,5.122138977050781
698038040cbe26d6e5f7af12,वह thirty nine है.,Family Age Information Provided,Customer states her husband's age.,वह तीस,6.201735019683838,4.2627434730529785
698038040cbe26d6e5f7af12,मेरे बच्चों.,Family Member Count Inquiry,Unclear and seemingly unrelated.,हमारे बच्चे में,7.986074924468994,4.036908149719238
698038040cbe26d6e5f7af12,की उम्र है two zero.,Family Age Information Provided,States the age of the third daughter.,two years,6.459880352020264,4.620896339416504
698038040cbe26d6e5f7af12,Pending.,Unclear/Noisy Utterances & Inquiries,The customer is pausing the bot.,Wait,9.457139015197754,1.6904581785202026
698038040cbe26d6e5f7af12,और मेरे बच्चे की उम्र है चौदह साल.,Family Age Information Provided,The customer shares the son's age (six years).,और बच्चे की उम्र छह साल है,7.099911689758301,4.651159286499023
698038040cbe26d6e5f7af12,और thirty nine?,Noise,Customer asking to clarify.,Thirty?,6.131906032562256,4.217677116394043
698038040cbe26d6e5f7af12,"हां, yeah.",Affirmation & Callback Agreement,Customer shows some agreement.,"Yes, हां",1.407947301864624,9.676687240600586
698038040cbe26d6e5f7af12,Yes.,Customer Agreement & Confirmation,The customer indicates interest in the offer.,Yes,19.461803436279297,-11.45188045501709
698038040cbe26d6e5f7af12,"नहीं, पैदल चलते हैं थोड़ा.",Noise,The customer is stalling the conversation by stating they are currently busy.,"नहीं नहीं, थोड़ा सा कहीं आई हूं",11.177886962890625,4.334636688232422
698038040cbe26d6e5f7af12,नहीं BP का problem है.,Customer Discloses Bp History,Customer shares there are no such problems.,नहीं ऐसी कोई problem नहीं है,8.986702919006348,2.6378793716430664
698038040cbe26d6e5f7af12,BP है.,Customer Discloses Bp History,The customer mentions high blood pressure.,I had high BP.,8.904934883117676,2.638418436050415
698038040cbe26d6e5f7af12,PPE का problem है.,Customer Discloses Bp History,Customer refers to known problem.,problem है.,8.960817337036133,2.61721134185791
698038e90cbe26d6e5f7cd3a,हां जी बोलिए. Hello.,Noise,Customer acknowledges the bot.,हां hello बोलिए,9.860428810119629,-1.7692289352416992
698038e90cbe26d6e5f7cd3a,And कितना ten percent?,Discount Offer Inquiry,Customer provides the wife's age.,और कितने की है तैंतीस,6.05989933013916,3.2563066482543945
698038e90cbe26d6e5f7cd3a,तो ma'am procedure क्या है इसका?,General Inquiry & Clarification,Customer inquires about the process.,क्या process है इसका?,7.915990352630615,0.061369214206933975
698038e90cbe26d6e5f7cd3a,तो ma'am यह message में बताना पड़ेगा आपको यह मतलब है ना आपको online message में बताऊं.,Inquiry: Call Purpose & Introduction,No close match found in reference Gold Standard.,,9.295199394226074,0.25183576345443726
698038e90cbe26d6e5f7cd3a,जी ma'am? Hello?,Bot Gender Confusion & Greetings,The customer seems to be responding to something that was not said.,Hello ma'am?,11.093079566955566,-1.9940531253814697
698038e90cbe26d6e5f7cd3a,जी ma'am मतलब procedure तो बताओ sir क्या आया है मतलब उनको दस percent के अलावा मतलब और क्या मतलब,General Inquiry & Clarification,The customer requests details about the policy.,बताओ ma'am क्या क्या क्या इसमें?,7.898599147796631,0.09801121056079865
698038e90cbe26d6e5f7cd3a,अच्छा.,Customer Acknowledgement/Agreement,Customer acknowledgement.,अच्छा,-5.60300350189209,3.2883970737457275
698038e90cbe26d6e5f7cd3a,Ma'am enter room में तो.,Affirmative Responses & Acknowledgements,Customer indicates voice is audible.,हां madam आ रही है,12.229645729064941,-1.378428339958191
698038e90cbe26d6e5f7cd3a,Ma'am painter हूं painter.,Noise,No close match found in reference Gold Standard.,,11.568221092224121,1.859413743019104
698038e90cbe26d6e5f7cd3a,अच्छा.,Customer Acknowledgement/Agreement,Customer acknowledgement.,अच्छा,-5.6337127685546875,3.3129465579986572
698038e90cbe26d6e5f7cd3a,नहीं अभी तो कुछ भी नहीं ma'am.,Explicit Rejection: Not Interested,The customer is again rejecting the offer.,नहीं madam अभी कुछ नहीं है,12.468689918518066,2.8866186141967773
698038e90cbe26d6e5f7cd3a,"हां. नहीं, अभी कुछ नहीं ma'am.",Explicit Rejection: Not Interested,The customer is again rejecting the offer.,नहीं madam अभी कुछ नहीं है,12.406851768493652,2.962826728820801
698038e90cbe26d6e5f7cd3a,हां ma'am आपकी बात सही है अभी कुछ.,Affirmative Responses & Acknowledgements,Fallback due to error,,12.218361854553223,-1.157895803451538
698038e90cbe26d6e5f7cd3a,तो इसमें मतलब क्या procedure करना पड़ेगा,General Inquiry & Clarification,Customer asks about the requirements or steps to avail the offer.,तो उसके लिए क्या करना पड़ेगा?,7.832224369049072,0.11409071087837219
698038e90cbe26d6e5f7cd3a,ma'am.,General Engagement & Greetings,"The customer says hello again, possibly indicating they are unsure what is happening or expecting.",madam,12.220412254333496,-2.0319881439208984
698038e90cbe26d6e5f7cd3a,मेरी family में मतलब दो,Family Size & Coverage Inquiry,Customer stating they will discuss it with their family first,हमारे family में discuss करके आपको,8.401423454284668,3.7060821056365967
